"ID","ORDER_ID","LINE_AMOUNT"
1678,441,28000
1679,442,28000
1680,752,28000
1681,753,28000
1682,808,28000
1683,809,28000
1684,810,28000
1685,862,28000
1686,863,28000
1687,864,28000
1688,912,28000
1689,486,7250
1690,487,7250
1691,517,7250
1692,240,7250
1693,257,7250
1694,407,7250
1695,754,7250
1696,811,7250
1697,865,7250
1698,866,7250
1699,913,7250
1700,914,7250
1701,611,
1702,662,
1703,663,
1704,708,
1705,156,
1706,175,
1707,315,
1708,348,
1709,349,
1710,443,
1711,812,
1712,813,
1713,488,43750
1714,489,43750
1715,518,43750
1716,519,43750
1717,520,43750
1718,664,43750
1719,665,43750
1720,709,43750
1721,176,43750
1722,194,43750
1723,241,43750
1724,258,43750
1725,350,43750
1726,351,43750
1727,377,43750
1728,814,43750
1729,815,43750
1730,867,43750
1731,868,43750
1732,869,43750
1733,915,43750
1734,916,43750
1735,917,43750
1736,918,43750
1737,488,12600
1738,489,12600
1739,518,12600
1740,519,12600
1741,520,12600
1742,664,12600
1743,665,12600
1744,709,12600
1745,176,12600
1746,194,12600
1747,241,12600
1748,258,12600
1749,350,12600
1750,351,12600
1751,377,12600
1752,814,12600
1753,815,12600
1754,867,12600
1755,868,12600
1756,869,12600
1757,915,12600
1758,916,12600
1759,917,12600
1760,918,12600
1761,482,70800
1762,551,70800
1763,558,70800
1764,605,70800
1765,619,70800
1766,651,70800
1767,666,70800
1768,667,70800
1769,669,70800
1770,138,70800
1771,160,70800
1772,170,70800
1773,177,70800
1774,178,70800
1775,239,70800
1776,276,70800
1777,283,70800
1778,313,70800
1779,320,70800
1780,341,70800
1781,352,70800
1782,354,70800
1783,379,70800
1784,444,70800
1785,474,70800
1786,480,70800
1787,711,70800
1788,746,70800
1789,806,70800
1790,816,70800
1791,819,70800
1792,852,70800
1793,858,70800
1794,860,70800
1795,902,70800
1796,924,70800
1797,490,
1798,557,
1799,242,
1800,282,
1801,755,
1802,870,
1803,612,
1804,668,
1805,157,
1806,316,
1807,353,
1808,871,
1809,613,1974000
1810,614,1974000
1811,224,1974000
1812,317,1974000
1813,445,1974000
1814,817,1974000
1815,615,
1816,158,
1817,318,
1818,446,
1819,756,
1820,818,
1821,491,1091125
1822,521,1091125
1823,243,1091125
1824,757,1091125
1825,872,1091125
1826,919,1091125
1827,482,
1828,551,
1829,558,
1830,605,
1831,619,
1832,651,
1833,666,
1834,667,
1835,669,
1836,138,
1837,160,
1838,170,
1839,177,
1840,178,
1841,239,
1842,276,
1843,283,
1844,313,
1845,320,
1846,341,
1847,352,
1848,354,
1849,379,
1850,444,
1851,474,
1852,480,
1853,711,
1854,746,
1855,806,
1856,816,
1857,819,
1858,852,
1859,858,
1860,860,
1861,902,
1862,924,
1863,559,
1864,616,
1865,225,
1866,226,
1867,284,
1868,447,
1869,448,
1870,449,
1871,820,
1872,821,
1873,822,
1874,920,
1875,560,4200
1876,141,4200
1877,227,4200
1878,285,4200
1879,450,4200
1880,451,4200
1881,452,4200
1882,758,4200
1883,759,4200
1884,823,4200
1885,824,4200
1886,825,4200
1887,492,5200
1888,561,5200
1889,617,5200
1890,618,5200
1891,710,5200
1892,159,5200
1893,228,5200
1894,319,5200
1895,378,5200
1896,453,5200
1897,826,5200
1898,873,5200
1899,522,
1900,523,
1901,229,
1902,259,
1903,454,
1904,455,
1905,760,
1906,827,
1907,828,
1908,921,
1909,922,
1910,923,
1911,562,3700
1912,563,3700
1913,670,3700
1914,142,3700
1915,179,3700
1916,286,3700
1917,287,3700
1918,355,3700
1919,456,3700
1920,761,3700
1921,829,3700
1922,874,3700
1923,482,4300
1924,551,4300
1925,558,4300
1926,605,4300
1927,619,4300
1928,651,4300
1929,666,4300
1930,667,4300
1931,669,4300
1932,138,4300
1933,160,4300
1934,170,4300
1935,177,4300
1936,178,4300
1937,239,4300
1938,276,4300
1939,283,4300
1940,313,4300
1941,320,4300
1942,341,4300
1943,352,4300
1944,354,4300
1945,379,4300
1946,444,4300
1947,474,4300
1948,480,4300
1949,711,4300
1950,746,4300
1951,806,4300
1952,816,4300
1953,819,4300
1954,852,4300
1955,858,4300
1956,860,4300
1957,902,4300
1958,924,4300
1959,564,
1960,620,
1961,671,
1962,672,
1963,161,
1964,195,
1965,321,
1966,356,
1967,357,
1968,380,
1969,712,
1970,925,
1971,524,
1972,570,
1973,571,
1974,572,
1975,621,
1976,627,
1977,628,
1978,673,
1979,674,
1980,679,
1981,680,
1982,681,
1983,144,
1984,163,
1985,207,
1986,208,
1987,210,
1988,231,
1989,291,
1990,292,
1991,293,
1992,322,
1993,325,
1994,359,
1995,408,
1996,409,
1997,413,
1998,414,
1999,459,
2000,713,
2001,762,
2002,763,
2003,767,
2004,768,
2005,832,
2006,926,
2007,493,13250
2008,527,13250
2009,528,13250
2010,565,13250
2011,566,13250
2012,573,13250
2013,622,13250
2014,629,13250
2015,682,13250
2016,683,13250
2017,143,13250
2018,145,13250
2019,164,13250
2020,244,13250
2021,262,13250
2022,263,13250
2023,288,13250
2024,294,13250
2025,326,13250
2026,360,13250
2027,381,13250
2028,382,13250
2029,410,13250
2030,457,13250
2031,460,13250
2032,714,13250
2033,715,13250
2034,716,13250
2035,717,13250
2036,764,13250
2037,769,13250
2038,830,13250
2039,833,13250
2040,875,13250
2041,929,13250
2042,930,13250
2043,525,
2044,526,
2045,529,
2046,574,
2047,623,
2048,624,
2049,630,
2050,631,
2051,632,
2052,633,
2053,634,
2054,675,
2055,676,
2056,684,
2057,685,
2058,686,
2059,146,
2060,165,
2061,180,
2062,181,
2063,196,
2064,197,
2065,198,
2066,211,
2067,260,
2068,261,
2069,295,
2070,323,
2071,327,
2072,328,
2073,358,
2074,361,
2075,362,
2076,383,
2077,384,
2078,385,
2079,386,
2080,387,
2081,388,
2082,415,
2083,416,
2084,417,
2085,461,
2086,718,
2087,719,
2088,720,
2089,721,
2090,722,
2091,723,
2092,770,
2093,771,
2094,772,
2095,834,
2096,878,
2097,879,
2098,927,
2099,928,
2100,931,
2101,932,
2102,933,
2103,494,15900
2104,496,15900
2105,497,15900
2106,498,15900
2107,530,15900
2108,567,15900
2109,568,15900
2110,575,15900
2111,576,15900
2112,635,15900
2113,677,15900
2114,147,15900
2115,166,15900
2116,230,15900
2117,232,15900
2118,233,15900
2119,245,15900
2120,246,15900
2121,264,15900
2122,289,15900
2123,296,15900
2124,329,15900
2125,389,15900
2126,411,15900
2127,418,15900
2128,419,15900
2129,458,15900
2130,462,15900
2131,463,15900
2132,464,15900
2133,724,15900
2134,725,15900
2135,765,15900
2136,773,15900
2137,774,15900
2138,775,15900
2139,831,15900
2140,835,15900
2141,836,15900
2142,837,15900
2143,838,15900
2144,876,15900
2145,880,15900
2146,881,15900
2147,882,15900
2148,883,15900
2149,934,15900
2150,935,15900
2151,495,13850
2152,499,13850
2153,500,13850
2154,531,13850
2155,532,13850
2156,533,13850
2157,534,13850
2158,535,13850
2159,536,13850
2160,569,13850
2161,577,13850
2162,578,13850
2163,579,13850
2164,580,13850
2165,581,13850
2166,582,13850
2167,625,13850
2168,626,13850
2169,678,13850
2170,687,13850
2171,688,13850
2172,148,13850
2173,149,13850
2174,162,13850
2175,209,13850
2176,212,13850
2177,234,13850
2178,247,13850
2179,265,13850
2180,266,13850
2181,267,13850
2182,290,13850
2183,297,13850
2184,298,13850
2185,299,13850
2186,324,13850
2187,363,13850
2188,390,13850
2189,412,13850
2190,420,13850
2191,421,13850
2192,465,13850
2193,726,13850
2194,727,13850
2195,728,13850
2196,766,13850
2197,776,13850
2198,777,13850
2199,839,13850
2200,877,13850
2201,884,13850
2202,885,13850
2203,886,13850
2204,887,13850
2205,936,13850
2206,937,13850
2207,938,13850
2208,939,13850
2209,940,13850
2210,941,13850
2211,524,800
2212,570,800
2213,571,800
2214,572,800
2215,621,800
2216,627,800
2217,628,800
2218,673,800
2219,674,800
2220,679,800
2221,680,800
2222,681,800
2223,144,800
2224,163,800
2225,207,800
2226,208,800
2227,210,800
2228,231,800
2229,291,800
2230,292,800
2231,293,800
2232,322,800
2233,325,800
2234,359,800
2235,408,800
2236,409,800
2237,413,800
2238,414,800
2239,459,800
2240,713,800
2241,762,800
2242,763,800
2243,767,800
2244,768,800
2245,832,800
2246,926,800
2247,524,
2248,570,
2249,571,
2250,572,
2251,621,
2252,627,
2253,628,
2254,673,
2255,674,
2256,679,
2257,680,
2258,681,
2259,144,
2260,163,
2261,207,
2262,208,
2263,210,
2264,231,
2265,291,
2266,292,
2267,293,
2268,322,
2269,325,
2270,359,
2271,408,
2272,409,
2273,413,
2274,414,
2275,459,
2276,713,
2277,762,
2278,763,
2279,767,
2280,768,
2281,832,
2282,926,
2283,493,17300
2284,527,17300
2285,528,17300
2286,565,17300
2287,566,17300
2288,573,17300
2289,622,17300
2290,629,17300
2291,682,17300
2292,683,17300
2293,143,17300
2294,145,17300
2295,164,17300
2296,244,17300
2297,262,17300
2298,263,17300
2299,288,17300
2300,294,17300
2301,326,17300
2302,360,17300
2303,381,17300
2304,382,17300
2305,410,17300
2306,457,17300
2307,460,17300
2308,714,17300
2309,715,17300
2310,716,17300
2311,717,17300
2312,764,17300
2313,769,17300
2314,830,17300
2315,833,17300
2316,875,17300
2317,929,17300
2318,930,17300
2319,493,13500
2320,527,13500
2321,528,13500
2322,565,13500
2323,566,13500
2324,573,13500
2325,622,13500
2326,629,13500
2327,682,13500
2328,683,13500
2329,143,13500
2330,145,13500
2331,164,13500
2332,244,13500
2333,262,13500
2334,263,13500
2335,288,13500
2336,294,13500
2337,326,13500
2338,360,13500
2339,381,13500
2340,382,13500
2341,410,13500
2342,457,13500
2343,460,13500
2344,714,13500
2345,715,13500
2346,716,13500
2347,717,13500
2348,764,13500
2349,769,13500
2350,830,13500
2351,833,13500
2352,875,13500
2353,929,13500
2354,930,13500
2355,525,4275
2356,526,4275
2357,529,4275
2358,574,4275
2359,623,4275
2360,624,4275
2361,630,4275
2362,631,4275
2363,632,4275
9,218,
10,254,22500
11,191,
12,202,98000
13,237,98000
14,202,17500
15,237,17500
16,154,
17,219,
18,154,18200
19,219,18200
20,220,
21,192,
22,172,3200
23,173,30250
24,139,48000
25,238,48000
26,138,
27,160,
28,170,
29,177,
30,178,
31,239,
32,174,40000
33,155,
34,203,
35,204,
36,205,
37,221,
38,255,
39,138,50200
40,160,50200
41,170,50200
42,177,50200
43,178,50200
44,239,50200
45,139,
46,238,
47,204,40000
48,205,40000
49,221,40000
50,255,40000
51,140,37800
52,193,37800
53,206,37800
54,222,37800
55,223,37800
56,256,37800
57,140,
58,193,
59,206,
60,222,
61,223,
62,256,
63,140,28000
64,193,28000
65,206,28000
66,222,28000
67,223,28000
68,256,28000
69,240,7250
70,257,7250
71,156,
72,175,
73,176,43750
74,194,43750
75,241,43750
76,258,43750
77,176,12600
78,194,12600
79,241,12600
80,258,12600
81,138,70800
82,160,70800
83,170,70800
84,177,70800
85,178,70800
86,239,70800
87,242,
88,157,
89,224,1974000
90,158,
91,243,1091125
92,138,
93,160,
94,170,
95,177,
96,178,
97,239,
98,225,
99,226,
100,141,4200
101,227,4200
102,159,5200
103,228,5200
104,229,
105,259,
106,142,3700
107,179,3700
108,138,4300
109,160,4300
110,170,4300
111,177,4300
112,178,4300
113,239,4300
114,161,
115,195,
116,144,
117,163,
118,207,
119,208,
120,210,
121,231,
122,143,13250
123,145,13250
124,164,13250
125,244,13250
126,262,13250
127,263,13250
128,146,
129,165,
130,180,
131,181,
132,196,
133,197,
134,198,
135,211,
136,260,
137,261,
138,147,15900
139,166,15900
140,230,15900
141,232,15900
142,233,15900
143,245,15900
144,246,15900
145,264,15900
146,148,13850
147,149,13850
148,162,13850
149,209,13850
150,212,13850
151,234,13850
152,247,13850
153,265,13850
154,266,13850
155,267,13850
156,144,800
157,163,800
158,207,800
159,208,800
160,210,800
161,231,800
162,144,
163,163,
164,207,
165,208,
166,210,
167,231,
168,143,17300
169,145,17300
170,164,17300
171,244,17300
172,262,17300
173,263,17300
174,143,13500
175,145,13500
176,164,13500
177,244,13500
178,262,13500
179,263,13500
180,146,4275
181,165,4275
182,180,4275
183,181,4275
184,196,4275
185,197,4275
186,198,4275
187,211,4275
188,260,4275
189,261,4275
190,146,900
191,165,900
192,180,900
193,181,900
194,196,900
195,197,900
196,198,900
197,211,900
198,260,900
199,261,900
200,146,
201,165,
202,180,
203,181,
204,196,
205,197,
206,198,
207,211,
208,260,
209,261,
210,146,11900
211,165,11900
212,180,11900
213,181,11900
214,196,11900
215,197,11900
216,198,11900
217,211,11900
218,260,11900
219,261,11900
220,147,7920
221,166,7920
222,230,7920
223,232,7920
224,233,7920
225,245,7920
226,246,7920
227,264,7920
228,147,3550
229,166,3550
230,230,3550
231,232,3550
232,233,3550
233,245,3550
234,246,3550
235,264,3550
236,147,
237,166,
238,230,
239,232,
240,233,
241,245,
242,246,
243,264,
244,148,5300
245,149,5300
246,162,5300
247,209,5300
248,212,5300
249,234,5300
250,247,5300
251,265,5300
252,266,5300
253,267,5300
254,148,12125
255,149,12125
256,162,12125
257,209,12125
258,212,12125
259,234,12125
260,247,12125
261,265,12125
262,266,12125
263,267,12125
264,148,72500
265,149,72500
266,162,72500
267,209,72500
268,212,72500
269,234,72500
270,247,72500
271,265,72500
272,266,72500
273,267,72500
274,148,
275,149,
276,162,
277,209,
278,212,
279,234,
280,247,
281,265,
282,266,
283,267,
284,199,
285,248,
286,199,
287,248,
288,199,
289,248,
290,182,
291,213,
292,150,600
293,235,600
294,249,
295,183,
296,184,
297,268,
298,151,22000
299,185,22000
300,167,20300
301,269,20300
302,236,
303,250,
304,186,2000
305,251,2000
306,168,
307,152,2000
308,187,
309,200,800
310,252,800
311,183,
312,214,
313,270,
314,153,5000
315,215,
316,253,
317,183,249000
318,169,
319,188,600
320,216,8000
321,189,5000
322,201,
323,271,
324,217,1100
325,272,1100
326,273,
327,138,24300
328,160,24300
329,170,24300
330,177,24300
331,178,24300
332,239,24300
333,171,
334,274,
335,190,
336,173,
337,139,48000
338,238,48000
339,218,
340,308,
341,433,
342,511,22500
343,254,22500
344,343,22500
345,191,
346,275,
347,374,
348,512,98000
349,202,98000
350,237,98000
351,399,98000
352,476,98000
353,477,98000
354,512,17500
355,202,17500
356,237,17500
357,399,17500
358,476,17500
359,477,17500
360,154,
361,219,
362,309,
363,400,
364,434,
365,478,
366,154,18200
367,219,18200
368,309,18200
369,400,18200
370,434,18200
371,478,18200
372,220,
373,435,
374,436,
375,192,
376,375,
377,437,
378,172,3200
379,310,3200
380,344,3200
381,173,30250
382,345,30250
383,401,30250
384,139,48000
385,238,48000
386,278,48000
387,404,48000
388,438,48000
389,479,48000
390,482,
391,138,
392,160,
393,170,
394,177,
395,178,
396,239,
397,276,
398,283,
399,313,
400,320,
401,341,
402,352,
403,354,
404,379,
405,444,
406,474,
407,480,
408,174,40000
409,277,40000
410,346,40000
411,513,
412,155,
413,203,
414,311,
415,402,
416,481,
417,483,
418,514,
419,515,
420,204,
421,205,
422,221,
423,255,
424,279,
425,312,
426,403,
427,405,
428,439,
429,482,50200
430,138,50200
431,160,50200
432,170,50200
433,177,50200
434,178,50200
435,239,50200
436,276,50200
437,283,50200
438,313,50200
439,320,50200
440,341,50200
441,352,50200
442,354,50200
443,379,50200
444,444,50200
445,474,50200
446,480,50200
447,139,
448,238,
449,278,
450,404,
451,438,
452,479,
453,483,40000
454,514,40000
455,515,40000
456,204,40000
457,205,40000
458,221,40000
459,255,40000
460,279,40000
461,312,40000
462,403,40000
463,405,40000
464,439,40000
465,484,37800
466,485,37800
467,516,37800
468,140,37800
469,193,37800
470,206,37800
471,222,37800
472,223,37800
473,256,37800
474,280,37800
475,281,37800
476,314,37800
477,347,37800
478,376,37800
479,406,37800
480,440,37800
481,441,37800
482,442,37800
483,484,
484,485,
485,516,
486,140,
487,193,
488,206,
489,222,
490,223,
491,256,
492,280,
493,281,
494,314,
495,347,
496,376,
497,406,
498,440,
499,441,
500,442,
501,484,28000
502,485,28000
503,516,28000
504,140,28000
505,193,28000
506,206,28000
507,222,28000
508,223,28000
509,256,28000
510,280,28000
511,281,28000
512,314,28000
513,347,28000
514,376,28000
515,406,28000
516,440,28000
517,441,28000
518,442,28000
519,486,7250
520,487,7250
521,517,7250
522,240,7250
523,257,7250
524,407,7250
525,156,
526,175,
527,315,
528,348,
529,349,
530,443,
531,488,43750
532,489,43750
533,518,43750
534,519,43750
535,520,43750
536,176,43750
537,194,43750
538,241,43750
539,258,43750
540,350,43750
541,351,43750
542,377,43750
543,488,12600
544,489,12600
545,518,12600
546,519,12600
547,520,12600
548,176,12600
549,194,12600
550,241,12600
551,258,12600
552,350,12600
553,351,12600
554,377,12600
555,482,70800
556,138,70800
557,160,70800
558,170,70800
559,177,70800
560,178,70800
561,239,70800
562,276,70800
563,283,70800
564,313,70800
565,320,70800
566,341,70800
567,352,70800
568,354,70800
569,379,70800
570,444,70800
571,474,70800
572,480,70800
573,490,
574,242,
575,282,
576,157,
577,316,
578,353,
579,224,1974000
580,317,1974000
581,445,1974000
582,158,
583,318,
584,446,
585,491,1091125
586,521,1091125
587,243,1091125
588,482,
589,138,
590,160,
591,170,
592,177,
593,178,
594,239,
595,276,
596,283,
597,313,
598,320,
599,341,
600,352,
601,354,
602,379,
603,444,
604,474,
605,480,
606,225,
607,226,
608,284,
609,447,
610,448,
611,449,
612,141,4200
613,227,4200
614,285,4200
615,450,4200
616,451,4200
617,452,4200
618,492,5200
619,159,5200
620,228,5200
621,319,5200
622,378,5200
623,453,5200
624,522,
625,523,
626,229,
627,259,
628,454,
629,455,
630,142,3700
631,179,3700
632,286,3700
633,287,3700
634,355,3700
635,456,3700
636,482,4300
637,138,4300
638,160,4300
639,170,4300
640,177,4300
641,178,4300
642,239,4300
643,276,4300
644,283,4300
645,313,4300
646,320,4300
647,341,4300
648,352,4300
649,354,4300
650,379,4300
651,444,4300
652,474,4300
653,480,4300
654,161,
655,195,
656,321,
657,356,
658,357,
659,380,
660,524,
661,144,
662,163,
663,207,
664,208,
665,210,
666,231,
667,291,
668,292,
669,293,
670,322,
671,325,
672,359,
673,408,
674,409,
675,413,
676,414,
677,459,
678,493,13250
679,527,13250
680,528,13250
681,143,13250
682,145,13250
683,164,13250
684,244,13250
685,262,13250
686,263,13250
687,288,13250
688,294,13250
689,326,13250
690,360,13250
691,381,13250
692,382,13250
693,410,13250
694,457,13250
695,460,13250
696,525,
697,526,
698,529,
699,146,
700,165,
701,180,
702,181,
703,196,
704,197,
705,198,
706,211,
707,260,
708,261,
709,295,
710,323,
711,327,
712,328,
713,358,
714,361,
715,362,
716,383,
717,384,
718,385,
719,386,
720,387,
721,388,
722,415,
723,416,
724,417,
725,461,
726,494,15900
727,496,15900
728,497,15900
729,498,15900
730,530,15900
731,147,15900
732,166,15900
733,230,15900
734,232,15900
735,233,15900
736,245,15900
737,246,15900
738,264,15900
739,289,15900
740,296,15900
741,329,15900
742,389,15900
743,411,15900
744,418,15900
745,419,15900
746,458,15900
747,462,15900
748,463,15900
749,464,15900
750,495,13850
751,499,13850
752,500,13850
753,531,13850
754,532,13850
755,533,13850
756,534,13850
757,535,13850
758,536,13850
759,148,13850
760,149,13850
761,162,13850
762,209,13850
763,212,13850
764,234,13850
765,247,13850
766,265,13850
767,266,13850
768,267,13850
769,290,13850
770,297,13850
771,298,13850
772,299,13850
773,324,13850
774,363,13850
775,390,13850
776,412,13850
777,420,13850
778,421,13850
779,465,13850
780,524,800
781,144,800
782,163,800
783,207,800
784,208,800
785,210,800
786,231,800
787,291,800
788,292,800
789,293,800
790,322,800
791,325,800
792,359,800
793,408,800
794,409,800
795,413,800
796,414,800
797,459,800
798,524,
799,144,
800,163,
801,207,
802,208,
803,210,
804,231,
805,291,
806,292,
807,293,
808,322,
809,325,
810,359,
811,408,
812,409,
813,413,
814,414,
815,459,
816,493,17300
817,527,17300
818,528,17300
819,143,17300
820,145,17300
821,164,17300
822,244,17300
823,262,17300
824,263,17300
825,288,17300
826,294,17300
827,326,17300
828,360,17300
829,381,17300
830,382,17300
831,410,17300
832,457,17300
833,460,17300
834,493,13500
835,527,13500
836,528,13500
837,143,13500
838,145,13500
839,164,13500
840,244,13500
841,262,13500
842,263,13500
843,288,13500
844,294,13500
845,326,13500
846,360,13500
847,381,13500
848,382,13500
849,410,13500
850,457,13500
851,460,13500
852,525,4275
853,526,4275
854,529,4275
855,146,4275
856,165,4275
857,180,4275
858,181,4275
859,196,4275
860,197,4275
861,198,4275
862,211,4275
863,260,4275
864,261,4275
865,295,4275
866,323,4275
867,327,4275
868,328,4275
869,358,4275
870,361,4275
871,362,4275
872,383,4275
873,384,4275
874,385,4275
875,386,4275
876,387,4275
877,388,4275
878,415,4275
879,416,4275
880,417,4275
881,461,4275
882,525,900
883,526,900
884,529,900
885,146,900
886,165,900
887,180,900
888,181,900
889,196,900
890,197,900
891,198,900
892,211,900
893,260,900
894,261,900
895,295,900
896,323,900
897,327,900
898,328,900
899,358,900
900,361,900
901,362,900
902,383,900
903,384,900
904,385,900
905,386,900
906,387,900
907,388,900
908,415,900
909,416,900
910,417,900
911,461,900
912,525,
913,526,
914,529,
915,146,
916,165,
917,180,
918,181,
919,196,
920,197,
921,198,
922,211,
923,260,
924,261,
925,295,
926,323,
927,327,
928,328,
929,358,
930,361,
931,362,
932,383,
933,384,
934,385,
935,386,
936,387,
937,388,
938,415,
939,416,
940,417,
941,461,
942,525,11900
943,526,11900
944,529,11900
945,146,11900
946,165,11900
947,180,11900
948,181,11900
949,196,11900
950,197,11900
951,198,11900
952,211,11900
953,260,11900
954,261,11900
955,295,11900
956,323,11900
957,327,11900
958,328,11900
959,358,11900
960,361,11900
961,362,11900
962,383,11900
963,384,11900
964,385,11900
965,386,11900
966,387,11900
967,388,11900
968,415,11900
969,416,11900
970,417,11900
971,461,11900
972,494,7920
973,496,7920
974,497,7920
975,498,7920
976,530,7920
977,147,7920
978,166,7920
979,230,7920
980,232,7920
981,233,7920
982,245,7920
983,246,7920
984,264,7920
985,289,7920
986,296,7920
987,329,7920
988,389,7920
989,411,7920
990,418,7920
991,419,7920
992,458,7920
993,462,7920
994,463,7920
995,464,7920
996,494,3550
997,496,3550
998,497,3550
999,498,3550
1000,530,3550
1001,147,3550
1002,166,3550
1003,230,3550
1004,232,3550
1005,233,3550
1006,245,3550
1007,246,3550
1008,264,3550
1009,289,3550
1010,296,3550
1011,329,3550
1012,389,3550
1013,411,3550
1014,418,3550
1015,419,3550
1016,458,3550
1017,462,3550
1018,463,3550
1019,464,3550
1020,494,
1021,496,
1022,497,
1023,498,
1024,530,
1025,147,
1026,166,
1027,230,
1028,232,
1029,233,
1030,245,
1031,246,
1032,264,
1033,289,
1034,296,
1035,329,
1036,389,
1037,411,
1038,418,
1039,419,
1040,458,
1041,462,
1042,463,
1043,464,
1044,495,5300
1045,499,5300
1046,500,5300
1047,531,5300
1048,532,5300
1049,533,5300
1050,534,5300
1051,535,5300
1052,536,5300
1053,148,5300
1054,149,5300
1055,162,5300
1056,209,5300
1057,212,5300
1058,234,5300
1059,247,5300
1060,265,5300
1061,266,5300
1062,267,5300
1063,290,5300
1064,297,5300
1065,298,5300
1066,299,5300
1067,324,5300
1068,363,5300
1069,390,5300
1070,412,5300
1071,420,5300
1072,421,5300
1073,465,5300
1074,495,12125
1075,499,12125
1076,500,12125
1077,531,12125
1078,532,12125
1079,533,12125
1080,534,12125
1081,535,12125
1082,536,12125
1083,148,12125
1084,149,12125
1085,162,12125
1086,209,12125
1087,212,12125
1088,234,12125
1089,247,12125
1090,265,12125
1091,266,12125
1092,267,12125
1093,290,12125
1094,297,12125
1095,298,12125
1096,299,12125
1097,324,12125
1098,363,12125
1099,390,12125
1100,412,12125
1101,420,12125
1102,421,12125
1103,465,12125
1104,495,72500
1105,499,72500
1106,500,72500
1107,531,72500
1108,532,72500
1109,533,72500
1110,534,72500
1111,535,72500
1112,536,72500
1113,148,72500
1114,149,72500
1115,162,72500
1116,209,72500
1117,212,72500
1118,234,72500
1119,247,72500
1120,265,72500
1121,266,72500
1122,267,72500
1123,290,72500
1124,297,72500
1125,298,72500
1126,299,72500
1127,324,72500
1128,363,72500
1129,390,72500
